Store_Number,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price, CPI ,Unemployment
10,10/12/2012,"1,713,889",0,76.03,4.468,131,6.943
10,10/19/2012,"1,734,835",0,72.71,4.449,131,6.943
10,10/26/2012,"1,744,349",0,70.5,4.301,131,6.943
11,2/5/2010,"1,528,009",0,46.04,2.572,214,7.368
11,2/12/2010,"1,574,684",1,48.01,2.548,215,7.368
11,2/19/2010,"1,503,299",0,48.3,2.514,215,7.368
11,2/26/2010,"1,336,405",0,52.79,2.561,215,7.368
11,3/5/2010,"1,426,623",0,53.96,2.625,215,7.368
11,3/12/2010,"1,331,883",0,64.1,2.667,215,7.368
11,3/19/2010,"1,364,207",0,61.51,2.72,215,7.368
11,3/26/2010,"1,245,624",0,58.09,2.732,214,7.368
11,4/2/2010,"1,446,210",0,66.16,2.719,214,7.343
11,4/9/2010,"1,470,308",0,69.57,2.77,214,7.343
11,4/16/2010,"1,323,243",0,67.81,2.808,214,7.343
11,4/23/2010,"1,283,767",0,68.37,2.795,214,7.343
11,4/30/2010,"1,239,767",0,71.13,2.78,214,7.343
11,5/7/2010,"1,312,330",0,75.57,2.835,214,7.343
11,5/14/2010,"1,266,796",0,77.64,2.854,214,7.343
11,5/21/2010,"1,271,647",0,76.97,2.826,214,7.343
11,5/28/2010,"1,264,273",0,79.69,2.759,214,7.343
11,6/4/2010,"1,396,322",0,79.66,2.705,214,7.343
11,6/11/2010,"1,339,571",0,82.81,2.668,215,7.343
11,6/18/2010,"1,336,523",0,84.13,2.637,215,7.343
11,6/25/2010,"1,262,025",0,84.5,2.653,215,7.343
11,7/2/2010,"1,302,600",0,83.09,2.669,215,7.346
11,7/9/2010,"1,280,156",0,83.01,2.642,214,7.346
11,7/16/2010,"1,290,610",0,84.9,2.623,214,7.346
11,7/23/2010,"1,244,390",0,84.57,2.608,215,7.346
11,7/30/2010,"1,250,179",0,83.26,2.64,215,7.346
11,8/6/2010,"1,369,635",0,86.54,2.627,215,7.346
11,8/13/2010,"1,384,339",0,87.73,2.692,215,7.346
11,8/20/2010,"1,430,192",0,88.93,2.664,215,7.346
11,8/27/2010,"1,311,263",0,87.7,2.619,215,7.346
11,9/3/2010,"1,303,914",0,84.94,2.577,215,7.346
11,9/10/2010,"1,231,428",1,81.93,2.565,215,7.346
11,9/17/2010,"1,215,676",0,83.04,2.582,215,7.346
11,9/24/2010,"1,170,103",0,77.36,2.624,215,7.346
11,10/1/2010,"1,182,490",0,75.11,2.603,215,7.564
11,10/8/2010,"1,293,473",0,68.71,2.633,215,7.564
11,10/15/2010,"1,175,004",0,71.46,2.72,215,7.564
11,10/22/2010,"1,169,831",0,72.6,2.725,215,7.564
11,10/29/2010,"1,195,036",0,74.21,2.716,215,7.564
11,11/5/2010,"1,332,759",0,64.41,2.689,215,7.564
11,11/12/2010,"1,281,676",0,63.74,2.728,215,7.564
11,11/19/2010,"1,292,347",0,58.63,2.771,215,7.564
11,11/26/2010,"1,757,243",1,69.9,2.735,215,7.564
11,12/3/2010,"1,380,523",0,55.9,2.708,215,7.564
11,12/10/2010,"1,564,516",0,53.33,2.843,215,7.564
11,12/17/2010,"1,843,971",0,54.63,2.869,215,7.564
11,12/24/2010,"2,306,265",0,59.33,2.886,215,7.564
11,12/31/2010,"1,172,003",1,55.03,2.943,215,7.564
11,1/7/2011,"1,178,905",0,54.43,2.976,215,7.551
11,1/14/2011,"1,194,450",0,45.34,2.983,215,7.551
11,1/21/2011,"1,187,776",0,51.51,3.016,215,7.551
11,1/28/2011,"1,100,419",0,51.04,3.01,216,7.551
11,2/4/2011,"1,422,546",0,47.17,2.989,216,7.551
11,2/11/2011,"1,419,237",1,44.61,3.022,216,7.551
11,2/18/2011,"1,554,747",0,61.5,3.045,217,7.551
11,2/25/2011,"1,323,999",0,68.74,3.065,217,7.551
11,3/4/2011,"1,399,457",0,66.5,3.288,217,7.551
11,3/11/2011,"1,314,557",0,63.29,3.459,217,7.551
11,3/18/2011,"1,391,814",0,70.17,3.488,218,7.551
11,3/25/2011,"1,229,777",0,73.74,3.473,218,7.551
11,4/1/2011,"1,258,674",0,69.1,3.524,218,7.574
11,4/8/2011,"1,327,401",0,73.57,3.622,218,7.574
11,4/15/2011,"1,312,906",0,76.64,3.743,219,7.574
11,4/22/2011,"1,388,119",0,78.31,3.807,219,7.574
11,4/29/2011,"1,357,590",0,79.97,3.81,219,7.574
11,5/6/2011,"1,331,453",0,71.39,3.906,219,7.574
11,5/13/2011,"1,277,959",0,80.93,3.899,219,7.574
11,5/20/2011,"1,239,467",0,76.97,3.907,219,7.574
11,5/27/2011,"1,216,877",0,85.61,3.786,219,7.574
11,6/3/2011,"1,343,637",0,86.14,3.699,219,7.574
11,6/10/2011,"1,314,627",0,85.79,3.648,218,7.574
11,6/17/2011,"1,337,507",0,87.9,3.637,218,7.574
11,6/24/2011,"1,254,588",0,86.13,3.594,218,7.574
11,7/1/2011,"1,297,472",0,86.43,3.524,219,7.567
11,7/8/2011,"1,334,628",0,87.17,3.48,219,7.567
11,7/15/2011,"1,266,547",0,88.3,3.575,219,7.567
11,7/22/2011,"1,290,576",0,87.8,3.651,219,7.567
11,7/29/2011,"1,212,939",0,89.46,3.682,219,7.567
11,8/5/2011,"1,403,199",0,90.04,3.684,219,7.567
11,8/12/2011,"1,354,188",0,90.3,3.638,219,7.567
11,8/19/2011,"1,484,170",0,89.51,3.554,219,7.567
11,8/26/2011,"1,304,707",0,89.09,3.523,219,7.567
11,9/2/2011,"1,297,792",0,91.44,3.533,219,7.567
11,9/9/2011,"1,249,440",1,84.91,3.546,219,7.567
11,9/16/2011,"1,270,816",0,85.11,3.526,219,7.567
11,9/23/2011,"1,235,775",0,82.14,3.467,220,7.567
11,9/30/2011,"1,190,516",0,84.4,3.355,220,7.567
11,10/7/2011,"1,346,271",0,76.97,3.285,220,7.197
11,10/14/2011,"1,286,389",0,75.56,3.274,221,7.197
11,10/21/2011,"1,325,108",0,70.91,3.353,221,7.197
11,10/28/2011,"1,310,684",0,72.66,3.372,221,7.197
11,11/4/2011,"1,458,287",0,61.13,3.332,221,7.197
11,11/11/2011,"1,366,054",0,64.2,3.297,221,7.197
11,11/18/2011,"1,315,092",0,66.17,3.308,222,7.197
11,11/25/2011,"1,848,953",1,70.03,3.236,222,7.197
11,12/2/2011,"1,399,322",0,56.89,3.172,222,7.197
11,12/9/2011,"1,646,656",0,50.63,3.158,222,7.197
11,12/16/2011,"1,783,910",0,59.69,3.159,223,7.197
11,12/23/2011,"2,213,519",0,54.29,3.112,223,7.197
11,12/30/2011,"1,352,084",1,48.86,3.129,223,7.197
11,1/6/2012,"1,283,886",0,54.44,3.157,223,6.833
11,1/13/2012,"1,264,737",0,53.1,3.261,223,6.833
11,1/20/2012,"1,207,303",0,56.43,3.268,223,6.833
11,1/27/2012,"1,162,676",0,58.36,3.29,224,6.833
11,2/3/2012,"1,376,732",0,60.24,3.36,224,6.833
11,2/10/2012,"1,574,288",1,52.23,3.409,224,6.833
11,2/17/2012,"1,569,608",0,52.77,3.51,224,6.833
11,2/24/2012,"1,379,473",0,61.11,3.555,224,6.833
11,3/2/2012,"1,438,383",0,62.61,3.63,224,6.833
11,3/9/2012,"1,413,383",0,61.44,3.669,225,6.833
11,3/16/2012,"1,441,884",0,64.21,3.734,225,6.833
11,3/23/2012,"1,300,594",0,67.16,3.787,225,6.833
11,3/30/2012,"1,300,104",0,70.23,3.845,225,6.833
11,4/6/2012,"1,596,325",0,74.19,3.891,225,6.664
11,4/13/2012,"1,472,752",0,72.74,3.891,225,6.664
11,4/20/2012,"1,315,357",0,71.97,3.877,225,6.664
11,4/27/2012,"1,236,238",0,73.4,3.814,225,6.664
11,5/4/2012,"1,370,251",0,79.07,3.749,225,6.664
11,5/11/2012,"1,300,147",0,75.13,3.688,225,6.664
11,5/18/2012,"1,352,442",0,72.53,3.63,225,6.664
11,5/25/2012,"1,297,336",0,78.44,3.561,225,6.664
11,6/1/2012,"1,361,595",0,81.67,3.501,225,6.664
11,6/8/2012,"1,414,344",0,82.1,3.452,225,6.664
11,6/15/2012,"1,417,875",0,84.97,3.393,225,6.664
11,6/22/2012,"1,355,680",0,83.26,3.346,225,6.664
11,6/29/2012,"1,297,029",0,87.86,3.286,225,6.664
11,7/6/2012,"1,461,130",0,83.44,3.227,225,6.334
11,7/13/2012,"1,320,240",0,82.46,3.256,225,6.334
11,7/20/2012,"1,344,484",0,82.41,3.311,225,6.334
11,7/27/2012,"1,272,395",0,85.43,3.407,225,6.334
11,8/3/2012,"1,399,341",0,86.94,3.417,225,6.334
11,8/10/2012,"1,388,974",0,86.21,3.494,225,6.334
11,8/17/2012,"1,421,307",0,87.73,3.571,226,6.334
11,8/24/2012,"1,409,516",0,83.17,3.62,226,6.334
11,8/31/2012,"1,372,872",0,86.49,3.638,226,6.334
11,9/7/2012,"1,304,584",1,85.17,3.73,226,6.334
11,9/14/2012,"1,267,675",0,79.61,3.717,226,6.334
11,9/21/2012,"1,326,133",0,73.64,3.721,226,6.334
11,9/28/2012,"1,227,431",0,77.67,3.666,227,6.334
11,10/5/2012,"1,422,794",0,73.37,3.617,227,6.034
11,10/12/2012,"1,311,965",0,69.94,3.601,227,6.034
11,10/19/2012,"1,232,073",0,73.77,3.594,227,6.034
11,10/26/2012,"1,200,729",0,74.26,3.506,227,6.034
12,2/5/2010,"1,100,046",0,49.47,2.962,126,13.975
12,2/12/2010,"1,117,863",1,47.87,2.946,126,13.975
12,2/19/2010,"1,095,422",0,54.83,2.915,127,13.975
12,2/26/2010,"1,048,617",0,50.23,2.825,127,13.975
12,3/5/2010,"1,077,018",0,53.77,2.987,127,13.975
12,3/12/2010,"985,594",0,50.11,2.925,127,13.975
12,3/19/2010,"972,088",0,59.57,3.054,127,13.975
12,3/26/2010,"981,616",0,60.06,3.083,127,13.975
12,4/2/2010,"1,011,822",0,59.84,3.086,127,14.099
12,4/9/2010,"1,041,239",0,59.25,3.09,127,14.099
12,4/16/2010,"957,998",0,64.95,3.109,127,14.099
12,4/23/2010,"993,833",0,64.55,3.05,126,14.099
12,4/30/2010,"954,220",0,67.38,3.105,126,14.099
12,5/7/2010,"1,043,240",0,70.15,3.127,126,14.099
12,5/14/2010,"966,055",0,68.44,3.145,126,14.099
12,5/21/2010,"958,375",0,76.2,3.12,126,14.099
12,5/28/2010,"955,451",0,67.84,3.058,126,14.099
12,6/4/2010,"1,049,357",0,81.39,2.941,126,14.099
12,6/11/2010,"1,016,040",0,90.84,2.949,126,14.099
12,6/18/2010,"956,211",0,81.06,3.043,126,14.099
12,6/25/2010,"958,008",0,87.27,3.084,126,14.099
12,7/2/2010,"951,957",0,91.98,3.105,126,14.18
12,7/9/2010,"943,506",0,90.37,3.1,126,14.18
12,7/16/2010,"916,403",0,97.18,3.094,126,14.18
12,7/23/2010,"912,404",0,99.22,3.112,126,14.18
12,7/30/2010,"913,548",0,96.31,3.017,126,14.18
12,8/6/2010,"967,577",0,92.95,3.123,126,14.18
12,8/13/2010,"928,264",0,87.01,3.159,126,14.18
12,8/20/2010,"948,447",0,92.81,3.041,126,14.18
12,8/27/2010,"1,004,516",0,93.19,3.129,126,14.18
12,9/3/2010,"1,075,759",0,83.12,3.087,126,14.18
12,9/10/2010,"903,119",1,83.63,3.044,126,14.18
12,9/17/2010,"852,883",0,82.45,3.028,126,14.18
12,9/24/2010,"851,919",0,81.77,2.939,126,14.18
12,10/1/2010,"850,936",0,85.2,3.001,126,14.313
12,10/8/2010,"918,336",0,71.82,3.013,126,14.313
12,10/15/2010,"862,420",0,75,2.976,126,14.313
12,10/22/2010,"857,883",0,68.85,3.014,126,14.313
12,10/29/2010,"955,295",0,61.09,3.016,126,14.313
12,11/5/2010,"929,691",0,65.49,3.129,126,14.313
12,11/12/2010,"942,475",0,57.79,3.13,127,14.313
12,11/19/2010,"894,494",0,58.18,3.161,127,14.313
12,11/26/2010,"1,601,377",1,47.66,3.162,127,14.313
12,12/3/2010,"1,069,533",0,43.33,3.041,127,14.313
12,12/10/2010,"1,121,934",0,50.01,3.203,127,14.313
12,12/17/2010,"1,295,605",0,52.77,3.236,127,14.313
12,12/24/2010,"1,768,250",0,52.02,3.236,127,14.313
12,12/31/2010,"891,737",1,45.64,3.148,127,14.313
12,1/7/2011,"910,110",0,37.64,3.287,127,14.021
12,1/14/2011,"812,012",0,43.15,3.312,127,14.021
12,1/21/2011,"802,106",0,53.53,3.223,127,14.021
12,1/28/2011,"873,119",0,50.74,3.342,128,14.021
12,2/4/2011,"1,046,068",0,45.14,3.348,128,14.021
12,2/11/2011,"1,086,422",1,51.3,3.381,128,14.021
12,2/18/2011,"1,128,485",0,53.35,3.43,128,14.021
12,2/25/2011,"1,046,204",0,48.45,3.53,128,14.021
12,3/4/2011,"1,085,248",0,51.72,3.674,128,14.021
12,3/11/2011,"997,673",0,57.75,3.818,128,14.021
12,3/18/2011,"1,009,502",0,64.21,3.692,129,14.021
12,3/25/2011,"954,107",0,54.4,3.909,129,14.021
12,4/1/2011,"1,005,463",0,63.63,3.772,129,13.736
12,4/8/2011,"998,362",0,64.47,4.003,129,13.736
12,4/15/2011,"990,952",0,57.63,3.868,129,13.736
12,4/22/2011,"1,016,019",0,72.12,4.134,129,13.736
12,4/29/2011,"994,966",0,68.27,4.151,129,13.736
12,5/6/2011,"1,021,154",0,68.4,4.193,129,13.736
12,5/13/2011,"977,034",0,70.93,4.202,129,13.736
12,5/20/2011,"924,135",0,66.59,4.169,129,13.736
12,5/27/2011,"964,333",0,76.67,4.087,129,13.736
12,6/3/2011,"970,329",0,71.81,4.031,129,13.736
12,6/10/2011,"996,938",0,78.72,3.981,129,13.736
12,6/17/2011,"986,505",0,86.84,3.935,129,13.736
12,6/24/2011,"997,283",0,88.95,3.898,129,13.736
12,7/1/2011,"961,993",0,89.85,3.842,129,13.503
12,7/8/2011,"943,717",0,89.9,3.705,129,13.503
12,7/15/2011,"936,002",0,88.1,3.692,129,13.503
12,7/22/2011,"922,232",0,91.17,3.794,129,13.503
12,7/29/2011,"890,547",0,93.29,3.805,129,13.503
12,8/5/2011,"988,713",0,90.61,3.803,129,13.503
12,8/12/2011,"955,914",0,91.04,3.701,129,13.503
12,8/19/2011,"966,817",0,91.74,3.743,129,13.503
12,8/26/2011,"1,017,593",0,94.61,3.74,129,13.503
12,9/2/2011,"1,052,051",0,93.66,3.798,129,13.503
12,9/9/2011,"922,851",1,88,3.913,129,13.503
12,9/16/2011,"889,290",0,76.36,3.918,129,13.503
12,9/23/2011,"871,693",0,82.95,3.789,130,13.503
12,9/30/2011,"866,401",0,83.26,3.877,130,13.503
12,10/7/2011,"951,245",0,70.44,3.827,130,12.89
12,10/14/2011,"927,600",0,67.31,3.805,130,12.89
12,10/21/2011,"938,605",0,73.05,3.842,130,12.89
12,10/28/2011,"990,926",0,67.41,3.727,130,12.89
12,11/4/2011,"1,051,945",0,59.77,3.828,130,12.89
12,11/11/2011,"1,095,092",0,48.76,3.824,130,12.89
12,11/18/2011,"970,641",0,54.2,3.813,130,12.89
12,11/25/2011,"1,591,920",1,53.25,3.622,130,12.89
12,12/2/2011,"1,071,383",0,52.5,3.701,130,12.89
12,12/9/2011,"1,189,646",0,42.17,3.644,130,12.89
12,12/16/2011,"1,293,404",0,43.29,3.6,130,12.89
12,12/23/2011,"1,617,612",0,45.4,3.541,130,12.89
12,12/30/2011,"1,111,638",1,44.64,3.428,130,12.89
12,1/6/2012,"945,824",0,50.43,3.599,130,12.187
12,1/13/2012,"865,468",0,48.07,3.657,130,12.187
12,1/20/2012,"855,923",0,46.2,3.66,130,12.187
12,1/27/2012,"888,204",0,50.43,3.675,130,12.187
12,2/3/2012,"1,058,768",0,50.58,3.702,130,12.187
12,2/10/2012,"1,199,331",1,52.27,3.722,130,12.187
12,2/17/2012,"1,240,049",0,51.8,3.781,130,12.187
12,2/24/2012,"1,112,035",0,53.13,3.95,131,12.187
12,3/2/2012,"1,147,637",0,52.27,4.178,131,12.187
12,3/9/2012,"1,113,209",0,54.54,4.25,131,12.187
12,3/16/2012,"1,088,499",0,64.44,4.273,131,12.187
12,3/23/2012,"1,045,420",0,56.26,4.038,131,12.187
12,3/30/2012,"1,025,382",0,64.36,4.294,131,12.187
12,4/6/2012,"1,128,766",0,64.05,4.121,131,11.627
12,4/13/2012,"1,083,811",0,64.28,4.254,131,11.627
12,4/20/2012,"1,006,487",0,66.73,4.222,131,11.627
12,4/27/2012,"1,004,252",0,77.99,4.193,131,11.627
12,5/4/2012,"1,073,434",0,76.03,4.171,131,11.627
12,5/11/2012,"1,041,995",0,77.27,4.186,131,11.627
12,5/18/2012,"1,020,486",0,84.51,4.11,131,11.627
12,5/25/2012,"991,514",0,83.84,4.293,131,11.627
12,6/1/2012,"981,345",0,78.11,4.277,131,11.627
12,6/8/2012,"1,086,231",0,84.83,4.103,131,11.627
12,6/15/2012,"1,019,556",0,85.94,4.144,131,11.627
12,6/22/2012,"981,386",0,91.61,4.014,131,11.627
12,6/29/2012,"943,125",0,90.47,3.875,131,11.627
12,7/6/2012,"1,014,899",0,89.13,3.765,131,10.926
12,7/13/2012,"960,313",0,95.61,3.723,131,10.926
12,7/20/2012,"941,550",0,85.53,3.726,131,10.926
12,7/27/2012,"916,968",0,93.47,3.769,131,10.926
12,8/3/2012,"958,667",0,88.16,3.76,131,10.926
12,8/10/2012,"984,690",0,95.91,3.811,131,10.926
12,8/17/2012,"1,005,003",0,94.87,4.002,131,10.926
12,8/24/2012,"1,048,101",0,85.32,4.055,131,10.926
12,8/31/2012,"1,061,943",0,89.78,4.093,131,10.926
12,9/7/2012,"955,146",1,88.52,4.124,131,10.926
12,9/14/2012,"885,892",0,83.64,4.133,131,10.926
12,9/21/2012,"922,735",0,82.97,4.125,131,10.926
12,9/28/2012,"880,416",0,81.22,3.966,131,10.926
12,10/5/2012,"979,826",0,81.61,3.966,131,10.199
12,10/12/2012,"934,917",0,71.74,4.468,131,10.199
12,10/19/2012,"960,945",0,68.66,4.449,131,10.199
12,10/26/2012,"974,698",0,65.95,4.301,131,10.199
13,2/5/2010,"1,967,221",0,31.53,2.666,126,8.316
13,2/12/2010,"2,030,933",1,33.16,2.671,126,8.316
13,2/19/2010,"1,970,275",0,35.7,2.654,127,8.316
13,2/26/2010,"1,817,850",0,29.98,2.667,127,8.316
13,3/5/2010,"1,939,980",0,40.65,2.681,127,8.316
13,3/12/2010,"1,840,687",0,37.62,2.733,127,8.316
13,3/19/2010,"1,879,795",0,42.49,2.782,127,8.316
13,3/26/2010,"1,882,096",0,41.48,2.819,127,8.316
13,4/2/2010,"2,142,482",0,42.15,2.842,127,8.107
13,4/9/2010,"1,898,321",0,38.97,2.877,127,8.107
13,4/16/2010,"1,819,660",0,50.39,2.915,127,8.107
13,4/23/2010,"1,909,331",0,55.66,2.936,126,8.107
13,4/30/2010,"1,785,823",0,48.33,2.941,126,8.107
13,5/7/2010,"2,005,478",0,44.42,2.948,126,8.107
13,5/14/2010,"1,890,273",0,50.15,2.962,126,8.107
13,5/21/2010,"1,853,658",0,57.71,2.95,126,8.107
13,5/28/2010,"1,877,359",0,53.11,2.908,126,8.107
13,6/4/2010,"2,022,705",0,59.85,2.871,126,8.107
13,6/11/2010,"2,037,881",0,65.24,2.841,126,8.107
13,6/18/2010,"2,003,435",0,58.41,2.819,126,8.107
13,6/25/2010,"1,970,340",0,71.83,2.82,126,8.107
13,7/2/2010,"2,018,315",0,78.82,2.814,126,7.951
13,7/9/2010,"1,870,844",0,71.33,2.802,126,7.951
13,7/16/2010,"1,932,231",0,77.79,2.791,126,7.951
13,7/23/2010,"1,907,351",0,82.27,2.797,126,7.951
13,7/30/2010,"1,817,887",0,78.94,2.797,126,7.951
13,8/6/2010,"1,969,121",0,81.24,2.802,126,7.951
13,8/13/2010,"1,877,593",0,74.93,2.837,126,7.951
13,8/20/2010,"1,997,398",0,76.34,2.85,126,7.951
13,8/27/2010,"1,908,278",0,75.31,2.854,126,7.951
13,9/3/2010,"1,911,853",0,65.71,2.868,126,7.951
13,9/10/2010,"1,772,144",1,65.74,2.87,126,7.951
13,9/17/2010,"1,790,280",0,66.84,2.875,126,7.951
13,9/24/2010,"1,705,655",0,68.22,2.872,126,7.951
13,10/1/2010,"1,765,584",0,68.74,2.853,126,7.795
13,10/8/2010,"1,871,924",0,63.03,2.841,126,7.795
13,10/15/2010,"1,851,431",0,54.12,2.845,126,7.795
13,10/22/2010,"1,796,950",0,56.89,2.849,126,7.795
13,10/29/2010,"1,887,895",0,45.12,2.841,126,7.795
13,11/5/2010,"1,854,968",0,49.96,2.831,126,7.795
13,11/12/2010,"1,939,965",0,42.55,2.831,127,7.795
13,11/19/2010,"1,925,394",0,42,2.842,127,7.795
13,11/26/2010,"2,766,400",1,28.22,2.83,127,7.795
13,12/3/2010,"2,083,380",0,25.8,2.812,127,7.795
13,12/10/2010,"2,461,468",0,36.78,2.817,127,7.795
13,12/17/2010,"2,771,647",0,35.21,2.842,127,7.795
13,12/24/2010,"3,595,903",0,34.9,2.846,127,7.795
13,12/31/2010,"1,675,292",1,26.79,2.868,127,7.795
13,1/7/2011,"1,744,544",0,16.94,2.891,127,7.47
13,1/14/2011,"1,682,316",0,20.6,2.903,127,7.47
13,1/21/2011,"1,770,177",0,34.8,2.934,127,7.47
13,1/28/2011,"1,633,663",0,31.64,2.96,128,7.47
13,2/4/2011,"1,848,187",0,23.35,2.974,128,7.47
13,2/11/2011,"1,944,439",1,30.83,3.034,128,7.47
13,2/18/2011,"2,003,481",0,40.85,3.062,128,7.47
13,2/25/2011,"1,831,934",0,33.17,3.12,128,7.47
13,3/4/2011,"1,894,961",0,34.23,3.23,128,7.47
13,3/11/2011,"1,852,433",0,41.28,3.346,128,7.47
13,3/18/2011,"1,852,444",0,44.69,3.407,129,7.47
13,3/25/2011,"1,807,545",0,42.38,3.435,129,7.47
13,4/1/2011,"1,864,239",0,42.49,3.487,129,7.193
13,4/8/2011,"1,887,465",0,42.75,3.547,129,7.193
13,4/15/2011,"1,950,994",0,41.72,3.616,129,7.193
13,4/22/2011,"2,124,316",0,47.55,3.655,129,7.193
13,4/29/2011,"1,895,583",0,43.85,3.683,129,7.193
13,5/6/2011,"1,986,380",0,47.75,3.744,129,7.193
13,5/13/2011,"1,958,824",0,52.4,3.77,129,7.193
13,5/20/2011,"1,860,924",0,52.12,3.802,129,7.193
13,5/27/2011,"1,866,370",0,54.62,3.778,129,7.193
13,6/3/2011,"1,935,594",0,52.76,3.752,129,7.193
13,6/10/2011,"1,997,817",0,61.39,3.732,129,7.193
13,6/17/2011,"2,086,433",0,63.35,3.704,129,7.193
13,6/24/2011,"2,009,163",0,66.38,3.668,129,7.193
13,7/1/2011,"2,048,036",0,74.29,3.613,129,6.877
13,7/8/2011,"2,021,699",0,77.3,3.563,129,6.877
13,7/15/2011,"1,956,813",0,75.59,3.553,129,6.877
13,7/22/2011,"1,987,089",0,78.5,3.563,129,6.877
13,7/29/2011,"1,880,786",0,77.62,3.574,129,6.877
13,8/5/2011,"2,076,232",0,75.56,3.595,129,6.877
13,8/12/2011,"1,970,341",0,75.95,3.606,129,6.877
13,8/19/2011,"2,090,341",0,76.68,3.578,129,6.877
13,8/26/2011,"2,035,245",0,81.53,3.57,129,6.877
13,9/2/2011,"1,953,629",0,77,3.58,129,6.877
13,9/9/2011,"1,872,921",1,70.19,3.619,129,6.877
13,9/16/2011,"1,923,224",0,67.54,3.641,129,6.877
13,9/23/2011,"1,847,431",0,63.6,3.648,130,6.877
13,9/30/2011,"1,835,663",0,68.28,3.623,130,6.877
13,10/7/2011,"2,067,233",0,60.62,3.592,130,6.392
13,10/14/2011,"1,929,659",0,51.74,3.567,130,6.392
13,10/21/2011,"1,973,544",0,54.66,3.579,130,6.392
13,10/28/2011,"1,948,734",0,47.41,3.567,130,6.392
13,11/4/2011,"2,036,318",0,43.51,3.538,130,6.392
13,11/11/2011,"2,111,592",0,33.8,3.513,130,6.392
13,11/18/2011,"2,016,324",0,40.65,3.489,130,6.392
13,11/25/2011,"2,864,171",1,38.89,3.445,130,6.392
13,12/2/2011,"2,051,316",0,33.94,3.389,130,6.392
13,12/9/2011,"2,462,779",0,24.82,3.341,130,6.392
13,12/16/2011,"2,760,347",0,27.85,3.282,130,6.392
13,12/23/2011,"3,556,766",0,24.76,3.186,130,6.392
13,12/30/2011,"1,969,057",1,31.53,3.119,130,6.392
13,1/6/2012,"1,865,753",0,33.8,3.08,130,6.104
13,1/13/2012,"1,794,963",0,25.61,3.056,130,6.104
13,1/20/2012,"1,811,606",0,32.71,3.047,130,6.104
13,1/27/2012,"1,733,983",0,34.32,3.058,130,6.104
13,2/3/2012,"1,927,781",0,31.39,3.077,130,6.104
13,2/10/2012,"2,069,285",1,33.73,3.116,130,6.104
13,2/17/2012,"2,214,477",0,36.57,3.119,130,6.104
13,2/24/2012,"1,929,768",0,35.38,3.145,131,6.104
13,3/2/2012,"1,969,743",0,32.36,3.242,131,6.104
13,3/9/2012,"1,986,446",0,38.24,3.38,131,6.104
13,3/16/2012,"2,025,583",0,52.5,3.529,131,6.104
13,3/23/2012,"1,904,422",0,47.83,3.671,131,6.104
13,3/30/2012,"1,948,983",0,53.2,3.734,131,6.104
13,4/6/2012,"2,271,615",0,48.85,3.793,131,5.965
13,4/13/2012,"2,057,638",0,51.7,3.833,131,5.965
13,4/20/2012,"1,955,689",0,50.24,3.845,131,5.965
13,4/27/2012,"1,970,122",0,64.8,3.842,131,5.965
13,5/4/2012,"1,995,995",0,54.41,3.831,131,5.965
13,5/11/2012,"2,080,764",0,56.47,3.809,131,5.965
13,5/18/2012,"2,131,901",0,65.17,3.808,131,5.965
13,5/25/2012,"2,043,349",0,62.39,3.801,131,5.965
13,6/1/2012,"2,035,431",0,61.11,3.788,131,5.965
13,6/8/2012,"2,182,438",0,68.4,3.776,131,5.965
13,6/15/2012,"2,152,229",0,65.97,3.756,131,5.965
13,6/22/2012,"2,094,373",0,72.89,3.737,131,5.965
13,6/29/2012,"2,037,664",0,82,3.681,131,5.965
13,7/6/2012,"2,184,980",0,79.23,3.63,131,5.765
13,7/13/2012,"2,002,751",0,83.68,3.595,131,5.765
13,7/20/2012,"2,053,089",0,75.69,3.556,131,5.765
13,7/27/2012,"1,914,431",0,80.42,3.537,131,5.765
13,8/3/2012,"2,044,148",0,81.99,3.512,131,5.765
13,8/10/2012,"2,041,020",0,81.69,3.509,131,5.765
13,8/17/2012,"2,095,769",0,79.4,3.545,131,5.765
13,8/24/2012,"2,059,458",0,77.37,3.582,131,5.765
13,8/31/2012,"2,073,855",0,79.18,3.624,131,5.765
13,9/7/2012,"2,165,796",1,70.65,3.689,131,5.765
13,9/14/2012,"1,919,917",0,68.55,3.749,131,5.765
13,9/21/2012,"1,938,380",0,67.96,3.821,131,5.765
13,9/28/2012,"1,927,664",0,64.8,3.821,131,5.765
13,10/5/2012,"2,041,919",0,61.79,3.815,131,5.621
13,10/12/2012,"1,999,079",0,55.1,3.797,131,5.621
13,10/19/2012,"2,018,010",0,52.06,3.781,131,5.621
13,10/26/2012,"2,035,190",0,46.97,3.755,131,5.621
14,2/5/2010,"2,623,470",0,27.31,2.784,182,8.992
14,2/12/2010,"1,704,219",1,27.73,2.773,182,8.992
14,2/19/2010,"2,204,557",0,31.27,2.745,182,8.992
14,2/26/2010,"2,095,592",0,34.89,2.754,182,8.992
14,3/5/2010,"2,237,545",0,37.13,2.777,182,8.992
14,3/12/2010,"2,156,035",0,45.8,2.818,182,8.992
14,3/19/2010,"2,066,219",0,48.79,2.844,182,8.992
14,3/26/2010,"2,050,396",0,54.36,2.854,182,8.992
14,4/2/2010,"2,495,631",0,47.74,2.85,182,8.899
